Timestep,MSD_Monomer,MSD_Aggregate
1,0.6785714285714286,0.0
2,1.4642857142857142,0.0
3,1.7321428571428572,0.0
4,1.9107142857142858,0.0
5,2.267857142857143,0.0
6,2.4642857142857144,0.0
7,2.267857142857143,0.0
8,2.2857142857142856,0.0
9,2.5,0.0
10,2.267857142857143,0.0
11,2.25,0.0
12,2.232142857142857,0.0
13,2.4107142857142856,0.0
14,2.3214285714285716,0.0
15,2.1964285714285716,0.0
16,2.3076923076923075,0.5
17,1.9423076923076923,0.75
18,2.4038461538461537,1.25
19,2.1923076923076925,0.75
20,2.673076923076923,0.25
21,2.1153846153846154,0.375
22,2.0961538461538463,0.625
23,2.4583333333333335,0.0625
24,2.0454545454545454,1.7916666666666667
25,2.2954545454545454,2.0416666666666665
26,2.272727272727273,2.5833333333333335
27,2.5,2.8333333333333335
28,2.340909090909091,2.6666666666666665
29,2.5,2.3333333333333335
30,2.6136363636363638,2.6666666666666665
31,2.522727272727273,2.125
32,2.7045454545454546,1.9583333333333333
33,2.340909090909091,2.2916666666666665
34,1.9545454545454546,2.5416666666666665
35,2.0,2.2916666666666665
36,1.9772727272727273,1.625
37,1.8409090909090908,0.25
38,1.5909090909090908,0.5
39,2.25,0.5
40,2.325,1.75
41,1.9722222222222223,1.5
42,1.8611111111111112,1.3333333333333333
43,1.6666666666666667,1.5
44,2.3055555555555554,3.0833333333333335
45,2.4722222222222223,3.0833333333333335
46,2.1666666666666665,1.7083333333333333
47,2.1666666666666665,2.6666666666666665
48,2.2,2.0
49,2.0555555555555554,0.5
50,1.8888888888888888,2.296875
51,2.388888888888889,1.15625
52,2.1666666666666665,2.25
53,1.9444444444444444,2.1875
54,2.25,1.5520833333333333
55,2.125,1.6354166666666667
56,2.15625,2.09375
57,2.09375,2.5520833333333335
58,2.4375,2.4583333333333335
59,1.8666666666666667,1.875
60,1.9333333333333333,0.9950000000000001
61,2.0714285714285716,0.9666666666666668
62,2.6785714285714284,1.4333333333333336
63,2.3214285714285716,1.0333333333333334
64,2.4642857142857144,1.3733333333333333
65,2.6785714285714284,1.3533333333333335
66,2.5,1.8266666666666669
67,2.076923076923077,2.4204166666666667
68,2.75,1.6600000000000001
69,2.5,2.41
70,2.090909090909091,1.3133333333333332
71,2.1,0.6148148148148147
72,1.75,0.9061111111111111
73,2.05,0.7949999999999998
74,2.15,0.791111111111111
75,2.1666666666666665,0.27777777777777773
76,2.6875,0.42866591080876787
77,3.1875,0.6323696145124715
78,3.0625,1.6731859410430838
79,3.5,1.2140022675736961
80,2.6875,0.991780045351474
81,2.7142857142857144,0.6723356009070294
82,2.5714285714285716,0.28344671201814076
83,2.0,0.5895691609977326
84,1.625,0.7566137566137566
85,1.375,1.119244142101285
86,1.125,1.4139153439153436
87,1.5,0.9774074074074073
88,1.8333333333333333,1.3662962962962961
89,2.0,1.0144444444444443
90,1.0,1.1107407407407408
91,1.6666666666666667,0.7527777777777778
92,1.6666666666666667,0.564548611111111
93,1.1666666666666667,0.9850694444444444
94,1.6666666666666667,1.284548611111111
95,1.5,0.696122685185185
96,1.1666666666666667,0.41993055555555553
97,2.3333333333333335,0.9323726851851853
98,2.8333333333333335,1.2905208333333333
99,1.5,1.5251041666666667
100,2.0,1.2734837962962962
101,2.3333333333333335,0.5878356481481481
102,3.1666666666666665,0.5878356481481481
103,2.8333333333333335,1.129710648148148
104,2.3333333333333335,1.2478587962962961
105,1.5,0.5182291666666666
106,2.1666666666666665,0.5596874999999998
107,2.1666666666666665,0.6096874999999998
108,1.8333333333333333,0.6756134259259258
109,1.8333333333333333,0.6089467592592591
110,2.6666666666666665,0.9485300925925925
111,3.5,0.9967708333333333
112,3.8333333333333335,1.4204166666666669
113,3.8333333333333335,1.3160069444444444
114,2.6666666666666665,1.5245138888888887
115,3.5,1.5761921296296297
116,3.5,1.3678587962962965
117,3.5,1.1456365740740742
118,1.5,1.1521643518518516
119,1.6666666666666667,1.053935185185185
120,1.8333333333333333,1.0889467592592592
121,1.25,0.8398148148148147
122,2.5,1.106728395061728
123,2.25,0.7940123456790124
124,2.25,0.7999382716049381
125,1.75,0.7272839506172838
126,3.5,1.1955761316872424
127,3.5,1.236728395061728
128,3.25,0.705864197530864
129,3.0,0.3836419753086419
130,2.25,0.3795267489711933
131,3.5,0.5070987654320988
132,2.0,0.8420164609053497
133,2.75,0.67679012345679
134,2.25,0.6156790123456789
135,0.5,0.7106790123456789
136,2.0,0.82179012345679
137,3.0,0.82179012345679
138,5.5,0.6057407407407406
139,5.5,0.6948148148148147
140,1.5,0.32759259259259255
141,2.0,0.29055555555555546
142,2.0,0.5261111111111111
143,2.0,0.7483333333333334
144,2.0,0.5801851851851852
145,0.5,0.6257407407407406
146,1.5,0.7183333333333333
147,1.5,0.570185185185185
148,1.5,0.518148148148148
149,1.5,0.46259259259259244
150,2.5,0.6848148148148149
151,0.0,0.37889194980104074
152,0.0,0.30481787572696656
153,0.0,0.35991429445974904
154,0.0,0.17442301805938173
155,0.0,0.5077563513927149
156,0.0,0.39658096112641567
157,0.0,0.2262962962962963
158,0.0,0.47055555555555567
159,0.0,0.675636669727579
160,0.0,0.4348959289868381
161,0.0,0.20156259565350476
162,0.0,0.28788031833486377
163,0.0,0.2234358738904193
164,0.0,0.2234358738904193
165,0.0,0.27343587389041923
166,0.0,0.34750994796449336
167,0.0,0.3308432812978267
168,0.0,0.6641766146311602
169,0.0,0.5982262014080196
170,0.0,0.1908187940006122
171,0.0,0.23582950719314352
172,0.0,0.24989286807468622
173,0.0,0.6763743495561677
174,0.0,0.6901025405570859
175,0.0,0.46711509029690834
176,0.0,0.6715840220385675
177,0.0,0.5552877257422711
178,0.0,0.6204729109274564
179,0.0,0.6152662993572086
180,0.0,0.6152662993572086
181,0.0,0.40668044077134996
182,0.0,0.8091551882460974
183,0.0,0.3647107438016528
184,0.0,1.0684144475053567
