Timesteps,Simulation_2026-03-20_09-45-34,Simulation_2026-03-20_09-46-02,Simulation_2026-03-20_09-46-04,Simulation_2026-03-20_09-46-06,Simulation_2026-03-20_09-46-08
866,30,30,30,30,30
867,30,30,30,30,30
868,30,30,30,30,30
869,30,30,30,30,30
870,30,30,30,30,30
871,30,30,30,30,30
872,30,30,30,30,30
873,30,30,30,30,30
874,30,30,30,30,30
875,30,30,30,30,30
876,30,30,30,30,30
877,30,30,30,30,30
878,30,30,30,30,30
879,30,30,30,30,30
880,30,30,30,30,30
881,30,30,30,30,30
882,30,30,30,30,30
883,30,30,30,30,30
884,30,30,30,30,30
885,30,30,30,30,30
886,30,30,30,30,30
887,30,30,30,30,30
888,30,30,30,30,30
889,30,30,30,30,30
890,30,30,30,30,30
891,30,30,30,30,30
892,30,30,30,30,30
893,30,30,30,30,30
894,30,30,30,30,30
895,30,30,30,30,30
896,30,30,30,30,30
897,30,30,30,30,30
898,30,30,30,30,30
899,30,30,30,30,30
900,30,30,30,30,30
901,30,30,30,30,30
902,30,30,30,30,30
903,30,30,30,30,30
904,30,30,30,30,30
905,30,30,30,30,30
906,30,30,30,30,30
907,30,30,30,30,30
908,30,30,30,30,30
909,30,30,30,30,30
910,30,30,30,30,30
911,30,30,30,30,30
912,30,30,30,30,30
913,30,30,30,30,30
914,30,30,30,30,30
915,30,30,30,30,30
916,30,30,30,30,30
917,30,30,30,30,30
918,30,30,30,30,30
919,30,30,30,30,30
920,30,30,30,30,30
921,30,30,30,30,30
922,30,30,30,30,30
923,30,30,30,30,30
924,30,30,30,30,30
925,30,30,30,30,30
926,30,30,30,30,30
927,30,30,30,30,30
928,30,30,30,30,30
929,30,30,30,30,30
930,30,30,30,30,30
931,30,30,30,30,30
932,30,30,30,30,30
933,30,30,30,30,30
934,30,30,30,30,30
935,30,30,30,30,30
936,30,30,30,30,30
937,30,30,30,30,30
938,30,30,30,30,30
939,30,30,30,30,30
940,30,30,30,30,30
941,30,30,30,30,30
942,30,30,30,30,30
943,30,30,30,30,30
944,30,30,30,30,30
945,30,30,30,30,30
946,30,30,30,30,30
947,30,30,30,30,30
948,30,30,30,30,30
949,30,30,30,30,30
950,30,30,30,30,30
951,30,30,30,30,30
952,30,30,30,30,30
953,30,30,30,30,30
954,30,30,30,30,30
955,30,30,30,30,30
956,30,30,30,30,30
957,30,30,30,30,30
958,30,30,30,30,30
959,30,30,30,30,30
960,30,30,30,30,30
961,30,30,30,30,30
962,30,30,30,30,30
963,30,30,30,30,30
964,30,30,30,30,30
965,30,30,30,30,30
966,30,30,30,30,30
967,30,30,30,30,30
968,30,30,30,30,30
969,30,30,30,30,30
970,30,30,30,30,30
971,30,30,30,30,30
972,30,30,30,30,30
973,30,30,30,30,30
974,30,30,30,30,30
975,30,30,30,30,30
976,30,30,30,30,30
977,30,30,30,30,30
978,30,30,30,30,30
979,30,30,30,30,30
980,30,30,30,30,30
981,30,30,30,30,30
982,30,30,30,30,30
983,30,30,30,30,30
984,30,30,30,30,30
985,30,30,30,30,30
986,30,30,30,30,30
987,30,30,30,30,30
988,30,30,30,30,30
989,30,30,30,30,30
990,30,30,30,30,30
991,30,30,30,30,30
992,30,30,30,30,30
993,30,30,30,30,30
994,30,30,30,30,30
995,30,30,30,30,30
996,30,30,30,30,30
997,30,30,30,30,30
998,30,30,30,30,30
999,30,30,30,30,30
1000,30,30,30,30,30
